OrderDetailID,OrderID,ProductID,Qty
409,16431,888,4
410,8722,1285,2
411,11471,1061,3
412,34778,466,4
413,12169,58,3
414,26075,1077,3
415,30920,246,1
416,11194,1102,2
417,27184,668,1
418,2866,999,4
419,17554,1333,3
420,13512,1393,3
421,12538,1233,4
422,25365,86,4
423,10650,1102,2
424,3084,327,2
425,15540,440,3
426,15844,634,2
427,18513,612,4
428,23585,727,2
429,34829,1158,1
430,25234,458,2
431,18049,288,2
432,10613,1276,4
433,34734,443,2
434,34242,221,3
435,6793,1141,4
436,24,1293,2
437,24432,920,4
438,11347,669,1
439,29629,850,2
440,7046,1053,3
441,11112,838,2
442,32519,1174,3
443,12357,208,2
444,29037,1228,4
445,28251,553,2
446,6269,858,2
447,9758,998,2
448,16251,792,1
449,10593,1100,4
450,33231,1179,1
451,26474,91,2
452,30090,700,2
453,22292,1,4
454,33775,1327,1
455,9230,1182,4
456,23551,987,2
457,10437,1123,3
458,4134,500,1
459,8489,425,2
460,27435,757,4
461,4834,902,3
462,30682,1026,4
463,21952,1260,1
464,27354,97,3
465,23291,1325,3
466,27387,697,2
467,28823,99,2
468,24143,510,1
469,19794,294,2
470,18773,1256,4
471,1666,397,1
472,1480,1114,3
473,31591,1114,4
474,18924,387,2
475,2155,655,2
476,25169,1453,2
477,8263,1132,4
478,31108,38,1
479,11370,989,3
480,20988,1445,3
481,33369,1466,1
482,33920,55,4
483,34487,1485,2
484,20635,665,1
485,13865,1208,1
486,11270,378,2
487,28399,196,1
488,15900,783,2
489,13779,668,4
490,4911,687,3
491,32025,276,4
492,22063,115,3
493,35842,1036,1
494,33032,571,1
495,13833,619,4
496,12412,1310,2
497,35764,898,4
498,30933,1174,4
499,19625,1488,4
500,33267,1463,3
501,20289,2,3
502,30927,1130,4
503,31582,713,3
504,10559,1295,1
505,30705,1376,4
506,1621,1268,2
507,7484,123,2
508,29666,910,2
509,17162,388,3
510,11793,723,3
511,21517,1425,1
512,29316,55,2
513,17001,337,2
514,4933,781,3
515,2213,1485,2
516,29852,477,2
517,27971,1027,3
518,25619,1375,1
519,15612,368,1
520,12765,736,3
521,28654,637,4
522,16370,500,1
523,10440,343,2
524,5066,786,2
525,26069,671,1
526,3009,80,1
527,9827,858,4
528,17844,397,4
529,19865,862,4
530,19949,1447,2
531,8458,1280,1
532,29695,1398,4
533,31076,1089,4
534,7778,738,3
535,21579,1422,1
536,14080,648,4
537,7659,1123,3
538,32750,538,2
539,30500,799,1
540,20176,666,3
541,5852,795,2
542,12216,411,3
543,7523,244,4
544,1741,530,4
545,6292,1098,2
546,30429,315,1
547,7766,399,2
548,14928,660,4
549,27657,1359,4
550,1365,1382,1
551,7029,216,3
552,8820,172,2
553,14593,153,3
554,27466,272,2
555,7982,777,1
556,35531,1227,4
557,33038,334,1
558,13213,1494,2
559,27753,1437,3
560,26798,685,1
561,31576,965,4
562,30707,865,3
563,17578,450,2
564,30761,1239,3
565,7764,300,2
566,15971,1475,4
567,30526,1401,2
568,2946,298,3
569,1394,108,2
570,5864,879,1
571,22568,344,1
572,18432,186,2
573,26825,509,4
574,29055,28,2
575,6762,479,1
576,1984,768,3
577,1485,385,1
578,19649,765,2
579,7666,750,2
580,23255,609,1
581,16921,393,2
582,8343,607,1
583,20950,304,2
584,35324,693,2
585,30590,1068,4
586,11255,776,3
587,34887,425,1
588,5279,1335,1
589,35818,58,2
590,33480,253,3
591,1132,84,4
592,14043,595,3
593,23548,1264,2
594,5363,432,2
595,21794,108,3
596,20688,1136,2
597,27081,79,3
598,25771,854,3
599,13791,1064,1
600,2521,1192,3
601,300,1019,4
602,25571,909,1
603,27618,473,2
604,712,1196,1
605,26292,712,3
606,6475,1242,3
607,16239,1089,3
608,32730,1013,1
609,6243,541,1
610,30012,105,3
611,31858,505,4
612,27894,562,3
613,5463,288,3
614,18494,43,4
615,12566,821,4
616,6119,907,3
617,8837,1414,1
618,28994,925,2
619,11134,263,3
620,28249,1283,1
621,29590,451,2
622,14478,886,1
623,25532,53,4
624,1512,939,2
625,21083,470,3
626,25499,376,4
627,26321,1043,3
628,35866,1101,4
629,2853,1242,1
630,16529,932,4
631,16751,516,3
632,16009,394,2
633,18270,213,4
634,9398,960,1
635,7418,398,4
636,25057,312,4
637,28408,927,3
638,8239,1359,2
639,31678,185,3
640,14091,656,4
641,30353,82,2
642,29914,630,3
643,28480,97,1
644,12038,474,3
645,5207,770,3
646,16463,96,3
647,12858,294,1
648,16521,1410,3
649,23838,1480,3
650,30433,39,4
651,23059,706,2
652,14254,360,2
653,15098,1282,1
654,19669,313,2
655,23484,729,1
656,1443,289,4
657,273,1430,2
658,9967,286,4
659,1611,880,1
660,23386,384,1
661,9046,277,4
662,12870,919,3
663,21724,299,4
664,23690,591,1
665,13080,1181,1
666,19693,734,1
667,32134,163,3
668,21766,429,4
669,7221,206,2
670,9998,120,3
671,25106,622,4
672,34345,1044,3
673,4121,594,3
674,9457,91,4
675,9119,9,3
676,2166,1237,1
677,16823,770,2
678,2134,1400,3
679,15209,14,2
680,17922,1332,2
681,16599,241,1
682,8753,433,4
683,28066,1409,2
684,30300,645,2
685,23288,302,2
686,29090,562,1
687,17912,964,2
688,3710,337,4
689,26400,272,2
690,34711,63,1
691,1387,1369,2
692,2909,1131,4
693,2026,558,3
694,14700,29,3
695,26282,377,3
696,35210,184,3
697,5856,657,4
698,8684,1486,3
699,4335,118,4
700,25739,721,1
701,33878,991,2
702,19411,1005,3
703,10250,865,1
704,24459,16,4
705,10721,998,3
706,25995,867,4
707,30699,1104,3
708,22058,1230,1
709,15585,1082,2
710,25999,822,1
711,18791,1492,3
712,23200,181,1
713,17270,109,2
714,26088,272,3
715,18561,133,4
716,30633,1398,2
717,1702,1352,3
718,34783,944,3
719,21489,1143,2
720,9880,750,2
721,22638,631,3
722,30642,294,3
723,12061,1123,4
724,4608,993,4
725,1563,425,1
726,15230,881,4
727,26246,697,2
728,21181,902,2
729,27408,854,1
730,32346,2,4
731,19040,1280,4
732,24856,896,1
733,25477,231,4
734,22936,1364,3
735,2982,910,3
736,28764,1024,1
737,35759,375,3
738,22967,180,1
739,22257,976,3
740,253,1405,2
741,21767,389,3
742,2967,405,4
743,5534,1209,1
744,14744,420,1
745,4139,423,3
746,33969,1088,2
747,6226,809,2
748,17082,595,1
749,30598,1118,1
750,19778,156,3
751,22278,3,3
752,13371,484,2
753,33722,957,1
754,15576,804,4
755,29453,964,3
756,7176,648,1
757,23931,1127,2
758,21359,775,1
759,23834,1038,3
760,7884,102,2
761,9469,507,2
762,3673,935,4
763,19315,230,2
764,25038,1252,3
765,31567,640,4
766,516,481,1
767,18563,1342,1
768,10833,630,3
769,16970,491,2
770,3847,139,3
771,6304,640,3
772,25497,512,1
773,13158,1207,1
774,17249,529,2
775,23601,1276,2
776,30073,695,2
777,10556,1368,1
778,14635,1133,3
779,18598,870,2
780,26757,870,4
781,22198,691,1
782,7336,1071,3
783,20527,1350,2
784,32874,487,2
785,31531,652,1
786,7103,1378,2
787,9373,1451,4
788,813,181,1
789,25199,909,1
790,15172,239,4
791,27689,950,2
792,23282,686,2
793,23051,1067,3
794,17574,1083,1
795,20631,241,3
796,33972,419,3
797,33641,52,2
798,14095,880,3
799,23335,1209,4
800,19318,248,4
801,9365,362,3
802,7098,182,4
803,14240,498,2
804,9464,653,3
805,28417,861,4
806,28702,1427,4
807,7500,1240,2
808,29231,1262,1
809,13401,956,4
810,12276,395,1
811,33006,815,4
812,17112,524,2
813,29073,21,2
814,13558,835,2
815,16779,1068,3
816,25503,915,1
817,13438,1287,4
818,9427,809,2
819,34068,78,2
820,13091,658,4
821,4869,1262,2
822,32475,859,2
823,10224,146,1
824,30925,1463,2
825,24908,900,2
826,13252,243,2
827,14164,1010,3
828,8573,874,1
829,995,430,1
830,6021,389,1
831,5327,277,1
832,8643,817,3
833,32492,1385,2
834,27475,357,3
835,11579,1271,3
836,35898,1181,4
837,11894,1463,4
838,8673,353,2
839,22350,25,3
840,1917,1114,3
841,35153,266,1
842,28989,1106,2
843,7925,227,2
844,14165,971,1
845,9058,47,3
846,3735,238,4
847,19832,870,4
848,21194,630,4
849,10504,309,1
850,28915,1348,1
851,25633,1182,4
852,6330,714,4
853,25097,725,1
854,32613,1063,2
855,35545,572,3
856,8634,104,2
857,12327,1215,1
858,29330,1251,4
859,33361,581,1
860,8570,1115,3
861,28862,277,2
862,26528,583,3
863,25060,414,1
864,10974,509,4
865,34291,648,2
866,10304,1441,2
867,6731,1008,4
868,4024,808,4
869,25355,887,4
870,2810,1212,4
871,26713,199,1
872,9470,1490,4
873,10040,1478,1
874,21406,960,1
875,27003,438,4
876,23432,902,1
877,26354,1307,3
878,22338,932,4
879,30745,525,2
880,5798,807,3
881,15759,238,2
882,24963,790,3
883,18496,1,1
884,28032,1338,4
885,35098,362,1
886,4326,1341,3
887,18878,381,2
888,14894,1167,4
889,19482,204,2
890,26090,953,3
891,28733,69,2
892,18180,406,1
893,8342,263,4
894,4726,268,3
895,27231,800,1
896,29098,1336,3
897,22511,130,2
898,24231,1467,4
899,14690,744,3
900,35043,72,1
901,27564,371,4
902,18767,509,4
903,12802,1312,1
904,20918,691,1
905,28285,1011,1
906,21341,162,4
907,24513,523,4
908,5472,323,2
909,25907,1070,1
910,3059,530,3
911,20669,1231,1
912,4057,681,4
913,8803,104,2
914,15544,417,3
915,4858,952,4
916,22753,930,4
917,12215,1255,1
918,821,1229,4
919,4267,272,2
920,32251,256,4
921,30519,1473,4
922,20866,1371,2
923,22634,1199,4
924,4436,657,3
925,7721,405,2
926,4114,928,1
927,2237,1441,1
928,32020,429,2
929,4831,1268,4
930,24823,933,1
931,10601,470,1
932,24166,405,1
933,3843,1046,3
934,13720,1445,1
935,679,24,2
936,35342,1291,2
937,8230,685,4
938,17577,897,2
939,7006,1017,2
940,12847,611,2
941,4717,788,3
942,18493,1211,4
943,12198,1390,2
944,31417,1225,1
945,6998,819,3
946,8496,1369,1
947,20147,1072,4
948,11149,658,2
949,2324,1178,4
950,33813,1007,3
951,27588,375,1
952,34567,701,2
953,17709,1054,3
954,13274,833,1
955,14513,226,4
956,30953,722,2
957,30196,801,2
958,31290,338,4
959,15939,8,2
960,22330,738,3
961,14674,657,4
962,24695,797,2
963,2142,1114,2
964,35280,1425,1
965,3942,104,4
966,30882,1101,4
967,31142,797,3
968,6315,447,3
969,8207,920,3
970,2776,987,2
971,17160,1204,4
972,23020,459,4
973,600,197,3
974,12511,791,1
975,35954,838,2
976,875,625,3
977,28003,871,4
978,5262,215,3
979,25851,1122,1
980,25845,1075,2
981,19810,775,1
982,1723,1094,4
983,10166,988,2
984,9803,574,2
985,17955,1140,4
986,14497,348,1
987,25009,680,2
988,24467,531,2
989,28855,1468,2
990,33423,444,2
991,35236,118,3
992,19370,39,3
993,32879,919,4
994,10062,1287,3
995,27236,1239,2
996,32348,274,2
997,12308,801,3
998,1686,708,4
999,27686,899,2
1000,30660,1022,2
1001,24642,1258,2
1002,7374,287,4
1003,16989,363,4
1004,31429,119,2
1005,18111,1365,1
1006,24225,685,2
1007,544,829,4
1008,5376,1057,4
1009,21007,675,2
1010,2717,788,4
1011,25321,210,1
1012,3734,446,1
1013,25878,272,1
1014,31875,27,2
1015,32932,135,4
1016,3708,769,3
1017,32832,789,4
1018,33313,443,1
1019,29559,893,4
1020,7766,1066,1
1021,4728,695,4
1022,33220,910,3
1023,35911,745,2
1024,23156,1175,4
1025,17298,999,4
1026,27255,572,1
1027,13523,580,2
1028,29431,658,4
1029,32215,82,4
1030,18862,83,1
1031,32937,63,1
1032,31335,354,2
1033,23507,588,1
1034,14455,823,2
1035,901,776,1
1036,1145,71,2
1037,6590,621,3
1038,6380,1118,2
1039,31938,342,4
1040,30348,316,2
1041,23599,1095,1
1042,32713,485,1
1043,4440,1337,3
1044,23642,575,1
1045,14875,843,1
1046,8565,703,1
1047,29172,1145,4
1048,30247,1310,1
1049,6979,543,1
1050,20611,108,3
1051,25765,507,3
1052,14757,808,4
1053,9710,1158,1
1054,22534,303,4
1055,23389,785,1
1056,16998,940,2
1057,23301,1285,1
1058,4932,714,3
1059,7070,1427,3
1060,10864,790,4
1061,26831,997,1
1062,16522,1427,4
1063,32274,405,3
1064,1639,1337,3
1065,29315,1294,1
1066,26966,1453,1
1067,4299,163,2
1068,5441,1394,2
1069,30016,190,2
1070,9383,381,1
1071,26170,992,4
1072,14093,903,4
1073,26973,961,1
1074,31106,585,1
1075,21364,768,1
1076,23592,697,2
1077,7970,870,3
1078,33811,865,4
1079,21708,1364,1
1080,19841,812,1
1081,18394,1497,4
1082,18311,506,1
1083,31015,1240,3
1084,20192,510,4
1085,11941,1274,2
1086,10873,94,4
1087,13760,1255,4
1088,24693,1309,2
1089,13544,241,4
1090,7369,44,1
1091,23786,1366,1
1092,34015,7,3
1093,9936,728,4
1094,18303,1142,2
1095,17833,764,3
1096,7188,942,1
1097,22695,1202,1
1098,30080,531,4
1099,3122,1261,4
1100,1559,24,1
1101,22810,529,4
1102,11209,1087,4
1103,7755,425,4
1104,9643,1137,4
1105,20377,1078,3
1106,8253,1101,3
1107,32270,811,2
1108,23952,113,2
1109,34718,845,1
1110,27039,699,2
1111,18308,1339,1
1112,23968,36,1
1113,12077,907,2
1114,33912,1424,2
1115,22932,1055,2
1116,30344,110,1
1117,29258,1308,4
1118,20523,1352,4
1119,33464,1140,2
1120,29778,1233,1
1121,33503,1191,2
1122,32363,175,4
1123,1566,229,2
1124,9894,1104,3
1125,22785,53,2
1126,22696,416,2
1127,3127,1460,4
1128,4131,1325,4
1129,9345,90,2
1130,30686,748,2
1131,26548,1407,2
1132,2587,104,2
1133,7717,48,4
1134,3658,1440,3
1135,20628,629,3
1136,34908,976,3
1137,14025,846,3
1138,16065,478,1
1139,22179,1247,4
1140,1568,1405,4
1141,2377,711,4
1142,32477,869,3
1143,33076,341,1
1144,14925,498,2
1145,13312,803,2
1146,28957,20,1
1147,8281,308,4
1148,21661,805,2
1149,32671,1492,2
1150,21682,700,3
1151,17020,669,4
1152,5457,171,2
1153,29525,630,3
1154,24810,771,2
1155,5416,17,1
1156,29548,1019,2
1157,25110,848,1
1158,29970,275,1
1159,4689,1233,4
1160,30092,1353,1
1161,16156,883,1
1162,32066,71,4
1163,4497,464,4
1164,25126,686,3
1165,4843,466,4
1166,30733,488,3
1167,21085,1090,2
1168,1657,846,1
1169,5222,266,4
1170,31463,575,2
1171,22579,935,1
1172,22089,848,4
1173,19925,928,4
1174,17135,317,4
1175,30315,894,2
1176,30770,31,1
1177,31151,101,1
1178,35561,702,1
1179,6888,1352,3
1180,34342,1186,1
1181,10644,1125,1
1182,26248,1205,1
1183,8904,37,3
1184,3457,655,3
1185,20561,137,3
1186,3973,950,3
1187,30566,169,1
1188,21611,860,1
1189,14250,218,1
1190,14733,48,2
1191,27004,1476,4
1192,12199,628,1
1193,12351,395,3
1194,35524,287,4
1195,30811,1176,1
1196,26250,378,3
1197,26732,1466,4
1198,7481,1014,3
1199,28073,424,1
1200,13180,851,3
1201,20593,682,3
1202,17688,945,3
1203,1419,1101,2
1204,11803,594,2
1205,21871,154,4
1206,24628,1425,2
1207,14429,289,3
1208,10750,1382,3
1209,616,541,3
1210,11713,358,4
1211,4276,334,3
1212,29984,816,2
1213,20411,1222,1
1214,27322,742,2
1215,10167,60,1
1216,17900,1014,1
1217,14976,114,3
1218,6076,396,2
1219,26724,355,4
1220,29988,740,3
1221,17749,370,3
1222,7123,1039,1
1223,304,398,3
1224,28315,1029,4
1225,5453,976,2
1226,658,93,3
1227,5550,1375,2
1228,21435,1401,4
1229,21213,630,2
1230,24374,826,1
1231,28699,1332,4
1232,21744,590,4
1233,21393,640,4
1234,13633,993,4
1235,4375,709,1
1236,24086,253,4
1237,27743,712,3
1238,5699,527,4
1239,29137,284,1
1240,9945,954,1
1241,5309,472,1
1242,11904,684,2
1243,26060,224,2
1244,4265,958,2
1245,26237,569,3
1246,7856,1332,2
1247,24089,1362,4
1248,24073,1029,2
1249,10297,61,4
1250,4885,727,4
1251,1960,195,3
1252,32119,94,1
1253,9265,1335,2
1254,12709,24,2
1255,10605,14,2
1256,25093,819,3
1257,13691,874,2
1258,23278,681,4
1259,13481,1017,4
1260,29695,324,1
1261,22799,81,2
1262,9778,903,2
1263,21906,414,2
1264,35928,279,3
1265,16905,500,3
1266,32869,777,4
1267,24621,407,4
1268,33159,559,1
1269,7867,584,4
1270,28042,426,3
1271,30135,317,4
1272,14076,919,3
1273,8078,1316,1
1274,22551,436,1
1275,14253,1279,1
1276,21464,953,3
1277,1306,723,4
1278,27303,529,2
1279,3388,4,3
1280,1856,1311,4
1281,32316,508,2
1282,15773,1381,2
1283,9110,479,4
1284,35092,873,4
1285,22046,23,2
1286,26553,725,4
1287,7044,1476,4
1288,15035,290,3
1289,17391,500,3
1290,26142,343,1
1291,7434,1355,4
1292,32229,416,2
1293,23621,156,3
1294,35359,205,3
1295,23241,384,4
1296,26963,1110,2
1297,7607,118,4
1298,24022,71,4
1299,19844,1305,3
1300,23625,262,3
1301,20951,1311,3
1302,32134,1367,3
1303,26441,340,3
1304,25541,334,4
1305,2037,106,2
1306,23760,508,2
1307,7364,458,2
1308,11249,565,2
1309,4661,956,3
1310,27672,1008,4
1311,2247,881,1
1312,2757,512,2
1313,9766,1494,4
1314,31629,1349,1
1315,30968,1097,2
1316,8137,1111,4
1317,34616,611,2
1318,23674,741,4
1319,12134,363,1
1320,34138,126,3
1321,24826,888,2
1322,21295,193,3
1323,9664,1076,1
1324,9872,733,2
1325,6521,621,2
1326,18449,296,3
1327,30871,1011,4
1328,5477,1295,1
1329,30947,762,4
1330,32529,831,3
1331,17661,1171,3
1332,4786,919,4
1333,20051,699,4
1334,24267,1132,3
1335,21505,996,3
1336,32539,1479,1
1337,10320,302,2
1338,14406,919,1
1339,2374,1385,3
1340,5567,1231,4
1341,31091,150,3
1342,32905,529,4
1343,17812,1329,3
1344,23707,423,2
1345,7925,1451,2
1346,21684,900,2
1347,13262,367,1
1348,24043,337,1
1349,19001,37,2
1350,19835,680,1
1351,6995,974,4
1352,16769,1213,4
1353,24005,1498,1
1354,23577,440,4
1355,9704,898,1
1356,30680,2,1
1357,33216,1459,3
1358,25674,1219,1
1359,15346,70,2
1360,31160,35,2
1361,24030,243,3
1362,34672,360,4
1363,18656,1367,4
1364,12499,204,2
1365,406,1140,4
1366,2666,1161,2
1367,35943,1209,4
1368,18462,764,1
1369,30290,760,4
1370,20630,43,3
1371,27821,1305,4
1372,20446,814,2
1373,4132,203,1
1374,28362,136,4
1375,29220,86,3
1376,24127,713,3
1377,16467,1299,1
1378,16853,401,1
1379,6711,613,1
1380,12045,308,4
1381,31546,1111,1
1382,4978,819,2
1383,34382,1274,1
1384,32501,1096,3
1385,24894,1143,4
1386,16598,558,2
1387,22046,83,4
1388,34594,802,3
1389,16849,773,4
1390,33369,481,2
1391,31994,290,1
1392,18122,140,4
1393,14575,1048,2
1394,35029,1113,2
1395,31866,614,1
1396,7954,430,1
1397,8007,1493,2
1398,856,225,1
1399,12887,1155,2
1400,2875,1138,1
1401,2889,445,4
1402,4826,1404,1
1403,23566,910,4
1404,33522,1236,1
1405,1699,1073,2
1406,13284,510,3
1407,30621,850,1
1408,24109,368,1
1409,34351,423,3
1410,22732,162,4
1411,10024,291,4
1412,30214,291,4
1413,25603,905,3
1414,15294,1271,3
1415,728,394,1
1416,1604,220,4
1417,25188,540,1
1418,2856,1210,2
1419,20128,958,1
1420,2921,627,2
1421,6071,918,2
1422,15919,476,3
1423,35160,435,4
1424,22843,121,2
1425,22358,690,2
1426,32980,1245,3
1427,34608,368,3
1428,23198,1244,3
1429,33713,669,4
1430,14499,1132,3
1431,21827,1217,2
1432,17322,803,3
1433,28348,546,2
1434,3743,1102,3
1435,10308,262,2
1436,17930,683,4
1437,8418,460,2
1438,26771,8,3
1439,7917,10,3
1440,12375,1465,2
1441,2029,31,3
1442,4214,62,2
1443,33622,853,2
1444,34030,218,1
1445,18433,1146,4
1446,11430,717,4
1447,1089,196,1
1448,22434,24,3
1449,33286,473,3
1450,2615,104,2
