TransactionID,WarehouseID,ProductID
556,16,681
557,2,648
558,29,1235
559,13,273
560,42,294
561,45,1033
562,46,693
563,5,1383
564,30,1178
565,54,472
566,3,750
567,19,362
568,43,1262
569,53,1230
570,32,62
571,45,76
572,52,1061
573,18,1168
574,27,1161
575,35,163
576,10,640
577,54,887
578,17,1290
579,41,898
580,13,415
581,40,527
582,8,181
583,56,398
584,48,1165
585,17,357
586,10,1007
587,45,930
588,13,1243
589,38,337
590,19,460
591,45,207
592,15,438
593,19,816
594,25,559
595,22,1031
596,17,949
597,56,89
598,58,205
599,23,586
600,5,1092
601,39,711
602,49,79
603,7,699
604,39,794
605,13,393
606,22,697
607,44,944
608,43,346
609,53,801
610,56,178
611,6,1158
612,37,1276
613,26,1320
614,12,890
615,55,1376
616,48,722
617,17,1369
618,12,517
619,32,493
620,8,1127
621,24,479
622,8,302
623,24,94
624,51,294
625,30,296
626,40,712
627,45,149
628,23,348
629,30,316
630,55,676
631,17,63
632,14,717
633,44,226
634,25,546
635,33,1158
636,5,1005
637,3,877
638,17,201
639,56,1026
640,34,717
641,16,882
642,28,969
643,27,178
644,35,692
645,29,209
646,26,1170
647,20,202
648,9,12
649,2,778
650,48,728
651,48,681
652,18,62
653,13,658
654,16,1334
655,6,731
656,22,627
657,13,1250
658,27,939
659,12,913
660,43,1174
661,54,746
662,27,632
663,49,157
664,22,215
665,26,1258
666,5,301
667,37,686
668,51,146
669,14,372
670,36,549
671,24,207
672,1,1222
673,15,818
674,37,1038
675,59,91
676,13,486
677,15,1051
678,57,398
679,56,353
680,42,27
681,15,1350
682,34,1250
683,17,956
684,46,163
685,48,1163
686,29,651
687,9,1296
688,20,458
689,33,985
690,54,793
691,55,845
692,56,36
693,57,991
694,9,902
695,18,165
696,47,1230
697,48,1323
698,51,699
699,9,1130
700,22,601
701,23,341
702,36,1193
703,44,728
704,4,1069
705,48,1107
706,21,344
707,46,1203
708,56,743
709,45,692
710,18,1197
711,31,61
712,2,1299
713,21,509
714,44,679
715,54,204
716,12,1266
717,11,774
718,30,281
719,10,929
720,19,1340
721,1,886
722,13,22
723,33,608
724,51,53
725,58,1127
726,35,1377
727,41,860
728,1,834
729,59,84
730,12,469
731,35,725
732,32,249
733,27,1167
734,2,729
735,45,400
736,9,600
737,50,1380
738,27,780
739,37,948
740,54,646
741,14,506
742,30,505
743,42,1247
744,36,386
745,14,341
746,26,959
747,3,492
748,30,178
749,30,389
750,28,1129
751,44,978
752,46,922
753,22,833
754,14,320
755,19,786
756,23,492
757,28,19
758,22,24
759,31,350
760,49,14
761,9,507
762,49,1157
763,53,1153
764,16,483
765,49,279
766,53,493
767,15,783
768,24,20
769,57,397
770,57,9
771,50,99
772,21,1106
773,46,640
774,43,1035
775,47,93
776,58,738
777,39,128
778,46,1313
779,1,73
780,55,1146
781,15,362
782,29,8
783,10,1001
784,37,414
785,12,1040
786,19,62
787,52,737
788,57,1086
789,10,884
790,55,355
791,15,679
792,10,1221
793,27,866
794,36,179
795,47,1218
796,23,1169
797,49,65
798,5,1360
799,59,1256
800,34,169
801,38,737
802,53,1237
803,16,598
804,14,517
805,20,1337
806,42,411
807,37,1391
808,52,852
809,30,969
810,49,287
811,42,1358
812,24,541
813,51,471
814,25,1365
815,9,391
816,41,256
817,23,1180
818,27,502
819,7,393
820,52,1072
821,36,1287
822,47,505
823,24,1259
824,20,161
825,52,1131
826,49,408
827,14,431
828,12,673
829,37,341
830,4,1156
831,23,1090
832,36,540
833,23,393
834,32,655
835,28,263
836,36,556
837,53,214
838,48,183
839,4,18
840,41,536
841,32,607
842,31,680
843,44,1133
844,29,384
845,20,1371
846,16,509
847,38,785
848,23,1223
849,50,853
850,9,812
851,14,730
852,38,477
853,46,916
854,24,660
855,23,1036
856,9,1348
857,44,123
858,37,1310
859,41,894
860,43,956
861,24,1214
862,34,1151
863,20,1283
864,7,2
865,22,333
866,57,1387
867,25,756
868,46,48
869,38,504
870,47,798
871,21,193
872,36,795
873,57,103
874,43,736
875,24,1394
876,3,209
877,46,137
878,28,1119
879,3,895
880,39,476
881,25,1002
882,42,362
883,50,403
884,8,1267
885,17,1364
886,29,1217
887,8,1122
888,12,565
889,1,102
890,3,415
891,35,728
892,4,452
893,17,1272
894,16,388
895,28,1360
896,55,1198
897,51,790
898,33,354
899,16,713
900,26,996
901,18,1059
902,15,410
903,50,695
904,1,1138
905,42,1154
906,41,1295
907,31,901
908,39,1197
909,32,68
910,19,864
911,6,1391
912,32,967
913,35,326
914,49,83
915,4,1305
916,39,378
917,5,1007
918,50,1354
919,39,1370
920,1,1008
921,50,708
922,58,1388
923,45,382
924,2,3
925,17,756
926,37,284
927,51,428
928,11,925
929,32,1375
930,3,320
931,23,967
932,10,551
933,44,1084
934,37,599
935,40,129
936,17,728
937,8,886
938,15,1009
939,3,257
940,22,1006
941,7,1361
942,39,453
943,12,1374
944,7,838
945,32,196
946,5,80
947,29,1116
948,59,171
949,30,14
950,11,55
951,54,813
952,26,1330
953,25,390
954,29,978
955,39,528
956,28,413
957,12,1341
958,28,1184
959,27,1153
960,43,612
961,14,25
962,35,1194
963,42,1235
964,53,1205
965,1,1101
966,5,616
967,3,784
968,11,274
969,44,1275
970,47,1320
971,42,248
972,27,806
973,59,42
974,13,1161
975,55,1270
976,12,293
977,2,1082
978,21,415
979,3,804
980,51,1366
981,59,652
982,57,808
983,6,719
984,41,970
985,2,867
986,25,672
987,30,1354
988,56,753
989,59,890
990,48,95
991,15,961
992,15,32
993,50,768
994,4,1118
995,16,888
996,4,1290
997,7,72
998,8,587
999,10,899
1000,52,1389
1001,14,279
1002,6,1147
1003,44,629
1004,13,973
1005,40,1170
1006,7,650
1007,44,1302
1008,10,352
1009,12,295
1010,47,912
1011,5,866
1012,30,1332
1013,49,1076
1014,14,801
1015,32,845
1016,36,1384
1017,53,955
1018,13,664
1019,38,578
1020,33,70
1021,20,881
1022,18,497
1023,54,708
1024,16,1
1025,42,391
1026,27,266
1027,45,21
1028,9,598
1029,12,68
1030,43,1254
1031,49,883
1032,5,901
1033,48,1277
1034,43,721
1035,25,1086
1036,25,1270
1037,42,544
1038,30,447
1039,12,689
1040,10,813
1041,29,1255
1042,46,1319
1043,35,1296
1044,14,1340
1045,48,1352
1046,15,862
1047,55,978
1048,56,175
1049,41,710
1050,19,161
1051,49,1350
1052,7,611
1053,18,625
1054,49,101
1055,47,329
1056,22,778
1057,22,125
1058,20,268
1059,57,182
1060,36,1386
1061,55,1190
1062,9,1089
1063,58,973
1064,31,1112
1065,22,318
1066,28,850
1067,4,1008
1068,29,814
1069,39,700
1070,4,391
1071,11,646
1072,51,924
1073,36,698
1074,36,35
1075,11,83
1076,20,1004
1077,25,72
1078,58,498
1079,50,1317
1080,21,848
1081,25,458
1082,37,206
1083,12,31
1084,23,290
1085,49,751
1086,58,426
1087,40,443
1088,10,1017
1089,49,943
1090,26,64
1091,11,255
1092,36,808
1093,49,609
1094,45,804
1095,16,923
1096,8,1029
1097,49,1000
1098,54,95
1099,44,567
1100,32,306
1101,35,83
1102,31,1202
1103,20,875
1104,12,213
1105,44,791
1106,3,87
1107,15,1285
1108,2,456
1109,43,298
1110,44,582
1111,1,226
1112,51,187
1113,22,664
1114,37,1220
1115,22,828
1116,57,690
1117,17,1007
1118,17,1164
1119,5,955
1120,40,1261
1121,32,233
1122,37,1174
1123,15,124
1124,10,451
1125,6,1257
1126,57,156
1127,54,625
1128,11,1084
1129,6,708
1130,51,287
1131,10,1146
1132,36,1167
1133,14,198
1134,30,1016
1135,25,1117
1136,23,354
1137,42,310
1138,24,1041
1139,31,991
1140,34,179
1141,45,1167
1142,22,195
1143,40,1258
1144,40,1397
1145,7,1087
1146,30,827
1147,57,48
1148,50,1032
1149,11,794
1150,15,405
1151,19,1232
1152,21,111
1153,12,1294
1154,13,1074
1155,41,623
1156,52,778
1157,9,1360
1158,9,132
1159,50,199
1160,38,594
1161,34,907
1162,2,451
1163,12,791
1164,34,584
1165,20,82
1166,12,601
1167,7,1382
1168,39,313
1169,17,92
1170,24,481
1171,52,1101
1172,3,320
1173,4,1198
1174,42,906
1175,46,590
1176,59,1395
1177,56,741
1178,2,1188
1179,26,1366
1180,9,892
1181,22,551
1182,50,287
1183,41,941
1184,6,330
1185,56,116
1186,54,1370
1187,42,686
1188,3,243
1189,17,1092
1190,44,107
1191,51,5
1192,17,988
1193,56,1243
1194,42,1316
1195,32,1149
1196,58,1067
1197,11,921
1198,24,1356
1199,32,1288
1200,2,1039
1201,38,1100
1202,53,1073
1203,29,167
1204,27,193
1205,6,882
1206,36,223
1207,9,845
1208,15,940
1209,31,337
1210,31,72
1211,59,349
1212,37,679
1213,50,520
1214,19,849
1215,6,152
1216,37,796
1217,8,580
1218,18,1111
1219,47,312
1220,36,905
1221,37,1112
1222,6,516
1223,57,4
1224,48,725
1225,18,96
1226,38,887
1227,58,1367
1228,4,1146
1229,6,1009
1230,31,469
1231,6,1117
1232,32,1304
1233,51,1277
1234,55,776
1235,17,1112
1236,42,1079
1237,33,1331
1238,22,507
1239,1,546
1240,13,997
1241,38,1322
1242,58,991
1243,17,1266
1244,5,642
1245,46,665
1246,27,866
1247,51,1342
1248,8,1155
1249,31,617
1250,50,464
1251,40,145
1252,43,167
1253,49,387
1254,43,1079
1255,41,1261
1256,34,1048
1257,12,581
1258,38,1038
1259,45,436
1260,50,206
1261,46,1017
1262,57,1267
1263,26,851
1264,54,883
1265,14,183
1266,6,1329
1267,31,61
1268,57,874
1269,32,718
1270,3,1031
1271,23,406
1272,47,1161
1273,6,26
1274,47,686
1275,33,5
1276,56,1262
1277,48,1110
1278,55,101
1279,30,501
1280,43,181
1281,45,1086
1282,18,87
1283,42,229
1284,10,557
1285,48,1061
1286,6,390
1287,29,529
1288,41,12
1289,15,1143
1290,46,914
1291,25,157
1292,38,296
1293,23,1272
1294,55,143
1295,35,859
1296,21,268
1297,9,215
1298,35,1170
1299,29,1035
1300,1,495
1301,10,136
1302,30,1357
1303,4,1173
1304,51,560
1305,25,1007
1306,7,185
1307,15,714
1308,44,799
1309,33,288
1310,33,721
1311,1,761
1312,23,176
1313,34,272
1314,48,155
1315,34,94
1316,54,604
1317,24,408
1318,57,824
1319,50,353
1320,7,532
1321,55,774
1322,30,110
1323,39,830
1324,11,235
1325,52,1135
1326,4,354
1327,4,1130
1328,52,670
1329,58,122
1330,50,229
1331,8,258
1332,44,40
1333,35,601
1334,46,1222
1335,54,898
1336,23,1318
1337,21,576
1338,51,712
1339,20,934
1340,5,14
1341,27,103
1342,19,321
1343,8,519
1344,45,472
1345,10,575
1346,14,948
1347,58,292
1348,53,908
1349,8,440
1350,48,436
1351,48,1138
1352,51,52
1353,31,948
1354,6,1068
1355,33,626
1356,22,1224
1357,7,945
1358,28,751
1359,48,1
1360,59,339
1361,20,1070
1362,18,649
1363,9,992
1364,17,865
1365,32,810
1366,12,1144
1367,30,1275
1368,21,226
1369,51,744
1370,5,1201
1371,38,1134
1372,46,550
1373,38,1001
1374,41,22
1375,58,822
1376,26,576
1377,7,77
1378,23,257
1379,29,1046
1380,15,700
1381,17,1109
1382,36,197
1383,28,166
1384,6,988
1385,50,860
1386,51,1058
1387,37,665
1388,5,874
1389,58,723
1390,53,768
1391,28,949
1392,7,354
1393,54,74
1394,32,1184
1395,42,223
1396,28,909
1397,5,19
1398,43,562
1399,57,853
1400,45,402
1401,13,1186
1402,31,1271
1403,13,903
1404,39,275
1405,53,1184
1406,9,1200
1407,28,424
1408,19,640
1409,14,492
1410,12,775
1411,41,952
1412,40,1099
1413,32,1177
1414,9,1109
1415,29,577
1416,57,555
1417,9,389
1418,1,383
1419,27,949
1420,24,1351
1421,33,1341
1422,51,390
1423,47,174
1424,40,275
1425,23,779
1426,36,123
1427,38,349
1428,10,633
1429,32,162
1430,40,493
1431,46,338
1432,7,762
1433,10,732
1434,42,953
1435,41,309
1436,3,886
1437,12,437
1438,26,265
1439,50,581
1440,16,224
1441,8,1031
1442,53,716
1443,50,1060
1444,55,558
1445,5,946
1446,6,735
1447,15,937
1448,22,554
1449,38,1198
1450,38,1041
1451,28,1196
1452,41,951
1453,23,494
1454,25,672
1455,34,814
1456,5,748
1457,49,122
1458,41,1322
1459,54,600
1460,15,67
1461,25,345
1462,31,882
1463,50,647
1464,19,298
1465,8,537
1466,20,853
1467,27,896
1468,57,459
1469,25,1364
1470,29,1343
1471,5,748
1472,43,1260
1473,15,173
1474,47,248
1475,32,821
1476,51,304
1477,33,746
1478,49,616
1479,4,551
1480,52,204
1481,9,551
1482,30,982
1483,20,440
1484,18,770
1485,35,980
1486,56,1143
1487,7,1207
1488,4,1007
1489,49,484
1490,38,315
1491,42,665
1492,53,1168
1493,15,129
1494,28,610
1495,26,233
1496,36,171
1497,37,130
1498,41,8
1499,41,1303
1500,55,1013
1501,31,1244
1502,46,521
1503,21,874
1504,6,917
1505,54,653
1506,52,904
1507,43,3
1508,42,307
1509,47,657
1510,8,150
1511,34,359
1512,18,378
1513,27,1341
1514,24,452
1515,46,1390
1516,16,720
1517,54,180
1518,22,1096
1519,16,625
1520,52,281
1521,17,1240
1522,43,724
1523,58,1002
1524,2,334
1525,7,1339
1526,58,490
1527,58,520
1528,54,875
1529,22,930
1530,20,1200
1531,43,59
1532,30,954
1533,6,1068
1534,3,899
1535,53,779
1536,3,1329
1537,56,865
1538,47,660
1539,3,1393
1540,35,167
1541,42,1137
1542,2,487
1543,10,536
1544,23,122
1545,51,474
1546,29,586
1547,57,420
1548,45,1162
1549,55,342
1550,33,253
1551,19,1214
1552,8,178
1553,5,562
1554,10,1327
1555,13,527
1556,35,382
1557,34,304
1558,26,479
1559,41,496
1560,23,1054
1561,4,1135
1562,43,1271
1563,39,1326
1564,20,794
1565,18,1316
1566,28,958
1567,5,1232
1568,29,188
1569,32,1281
1570,49,578
1571,53,922
1572,59,484
1573,28,1323
1574,10,467
1575,57,336
1576,58,1392
1577,20,634
1578,33,717
1579,42,837
1580,9,315
1581,46,1153
1582,21,940
1583,11,878
1584,16,1287
1585,3,35
1586,41,1272
1587,58,267
1588,23,18
1589,5,1242
1590,57,292
1591,36,286
1592,50,292
1593,46,764
1594,43,101
1595,20,646
1596,27,183
1597,39,532
1598,34,45
1599,10,1392
1600,20,1345
1601,59,1243
1602,49,58
1603,42,139
1604,52,1317
1605,21,787
1606,55,1327
1607,56,340
1608,40,299
1609,36,137
1610,38,141
1611,6,1069
1612,9,485
1613,20,845
1614,35,341
1615,54,1083
1616,36,126
1617,48,997
1618,42,198
1619,41,1172
1620,57,1298
1621,28,40
1622,14,102
1623,37,284
1624,23,938
1625,41,4
1626,49,542
1627,52,93
1628,30,436
1629,27,1355
1630,32,10
1631,51,379
1632,48,1117
1633,52,265
1634,17,221
1635,15,415
1636,24,313
1637,14,1394
1638,40,119
1639,12,1235
1640,40,39
1641,37,253
1642,31,205
1643,3,530
1644,10,1200
1645,1,365
1646,21,1028
1647,47,315
1648,29,828
1649,56,1096
1650,4,176
1651,59,1381
1652,25,1217
1653,27,705
1654,5,851
1655,59,312
1656,7,803
1657,9,1234
1658,43,3
1659,19,705
1660,46,386
1661,20,1035
1662,21,173
1663,45,666
1664,43,1127
1665,16,886
1666,59,961
1667,21,849
1668,25,1386
1669,43,236
1670,21,1151
1671,51,260
1672,57,750
1673,29,97
1674,25,566
1675,22,1317
1676,53,680
1677,29,156
1678,32,77
1679,6,723
1680,2,873
1681,9,198
1682,52,294
1683,51,519
1684,39,89
1685,2,480
1686,10,1349
1687,32,576
1688,47,17
1689,51,1204
1690,26,436
1691,9,240
1692,34,1087
1693,37,554
1694,11,761
1695,41,50
1696,9,48
1697,38,123
1698,37,824
1699,33,992
1700,4,211
1701,55,488
1702,13,224
1703,46,822
1704,25,126
1705,44,1064
1706,14,821
1707,52,563
1708,1,186
1709,59,1276
1710,49,478
1711,17,1023
1712,26,76
1713,25,80
1714,31,1135
1715,56,1220
1716,19,1383
1717,2,793
1718,42,867
1719,44,593
1720,57,160
1721,55,162
1722,23,634
1723,59,623
1724,10,657
1725,31,1086
1726,13,764
1727,19,1084
1728,15,833
1729,59,610
1730,32,888
1731,48,734
1732,19,269
1733,6,759
1734,59,1111
1735,42,108
1736,35,1290
1737,14,76
1738,56,1037
1739,30,958
1740,26,1078
1741,41,702
1742,11,986
1743,43,1000
1744,47,1226
1745,27,1155
1746,33,635
1747,45,206
1748,7,1237
1749,39,506
1750,26,361
1751,12,1196
1752,21,80
1753,19,1123
1754,50,131
1755,50,543
1756,35,869
1757,14,441
1758,47,532
1759,46,1021
1760,17,792
1761,1,58
1762,13,705
1763,53,305
1764,16,573
1765,50,209
1766,20,143
1767,36,319
1768,18,462
1769,42,289
1770,15,1009
1771,22,1022
1772,54,1193
1773,42,675
1774,36,900
1775,27,713
1776,14,694
1777,46,1190
1778,15,1034
1779,33,826
1780,16,1020
1781,1,928
1782,43,821
1783,56,247
1784,36,557
1785,27,1256
1786,39,954
1787,37,1134
1788,42,1180
1789,49,819
1790,28,764
1791,10,912
1792,48,163
1793,2,906
1794,41,555
1795,14,668
1796,47,523
1797,22,1303
1798,56,431
1799,49,983
1800,13,1019
1801,41,905
1802,20,1383
1803,26,710
1804,30,1069
1805,4,1273
1806,15,260
1807,52,489
1808,21,420
1809,41,1086
1810,2,885
1811,50,913
1812,44,997
1813,36,431
1814,5,330
1815,19,255
1816,7,48
1817,25,1177
1818,1,795
1819,49,905
1820,32,448
1821,4,23
1822,4,812
1823,2,1194
1824,8,90
1825,57,427
1826,54,395
1827,12,1252
1828,43,206
1829,39,857
1830,11,304
1831,58,666
1832,28,144
1833,11,1346
1834,12,841
1835,21,1170
1836,52,1064
1837,59,1001
1838,39,930
1839,45,1054
1840,2,840
1841,24,1167
1842,56,1344
1843,34,221
1844,53,830
1845,50,1296
1846,48,915
1847,25,1391
1848,1,858
1849,19,336
1850,53,772
1851,35,575
1852,3,643
1853,38,1058
1854,49,166
1855,10,1209
1856,42,521
1857,48,761
1858,54,933
1859,50,795
1860,56,595
1861,2,1164
1862,29,7
1863,30,1387
1864,56,979
1865,48,330
1866,37,1248
1867,22,959
1868,38,748
1869,17,476
1870,57,676
1871,12,1139
1872,51,1165
1873,41,1313
1874,7,96
1875,13,702
1876,49,103
1877,31,968
1878,58,406
1879,31,174
1880,8,1199
1881,41,393
1882,25,1326
1883,43,1136
1884,47,822
1885,38,1002
1886,57,111
1887,29,1148
1888,28,1345
1889,1,679
1890,12,470
1891,50,330
1892,58,1001
1893,43,1055
1894,49,1154
1895,42,1207
1896,50,989
1897,16,553
1898,2,469
1899,24,1074
1900,48,852
1901,9,892
1902,10,995
1903,33,1165
1904,51,305
1905,9,457
1906,36,1388
1907,34,211
1908,29,951
1909,11,1292
1910,14,956
1911,29,1298
1912,30,1081
1913,20,687
1914,38,175
1915,29,988
1916,36,496
1917,55,1228
1918,30,690
1919,14,684
1920,2,44
1921,50,232
1922,44,1246
1923,58,196
1924,39,23
1925,48,1157
1926,34,1010
1927,21,371
1928,57,708
1929,53,1129
1930,20,64
1931,1,609
1932,47,1295
1933,13,1219
1934,52,705
1935,33,433
1936,33,454
1937,8,612
1938,39,452
1939,17,595
1940,14,654
1941,1,480
1942,10,282
1943,29,811
1944,45,1392
1945,20,1150
1946,13,44
1947,50,845
1948,30,50
1949,14,1182
1950,6,225
1951,19,340
1952,13,676
1953,49,464
1954,53,43
1955,50,615
1956,52,298
1957,48,620
1958,3,1041
1959,5,186
1960,34,910
1961,43,636
1962,6,968
1963,31,1103
1964,50,277
1965,3,167
1966,37,138
1967,44,187
1968,59,1274
1969,25,91
1970,20,671
1971,5,712
1972,30,373
1973,6,566
1974,38,1128
1975,4,413
1976,48,858
1977,24,340
1978,3,1291
1979,17,1335
1980,42,742
1981,30,259
1982,47,1108
1983,10,164
1984,24,90
1985,19,820
1986,46,761
1987,29,627
1988,32,1147
1989,1,568
1990,55,572
1991,2,554
1992,42,817
1993,44,972
1994,6,325
1995,16,963
1996,55,526
1997,18,600
1998,56,278
1999,20,470
2000,58,339
2001,57,384
2002,57,603
2003,11,503
2004,43,1296
2005,9,311
2006,17,319
2007,13,110
2008,13,254
2009,44,700
2010,59,755
2011,50,1121
2012,56,292
2013,25,867
2014,13,655
2015,7,1229
2016,54,1349
2017,4,399
2018,37,970
2019,58,1353
2020,8,860
2021,38,894
2022,49,1054
2023,14,252
2024,1,264
2025,13,275
2026,42,263
2027,16,401
2028,38,1036
2029,29,1118
2030,17,702
2031,33,1118
2032,8,591
2033,55,429
2034,59,1056
2035,6,283
2036,55,110
2037,38,1396
2038,34,390
2039,49,765
2040,41,230
2041,3,1054
2042,23,560
2043,36,1325
2044,18,486
2045,58,378
2046,42,1046
2047,19,925
2048,25,731
2049,31,1100
2050,11,273
2051,10,111
2052,21,1020
2053,3,865
