OrderID,CustomerID,TotalAmount
497,2222,546
498,5883,12880
499,2684,7646
500,7722,12261
501,6559,692
502,494,3956
503,1856,11649
504,2397,8318
505,87,5658
506,1752,19295
507,6659,7186
508,5799,8016
509,4906,18805
510,6259,765
511,2702,19439
512,7345,3912
513,2229,10847
514,6357,11007
515,5132,9293
516,3991,3753
517,1072,10298
518,4140,19071
519,1928,883
520,4873,2368
521,7560,11936
522,6243,15696
523,1134,5298
524,1352,12894
525,551,13190
526,1164,19190
527,2977,3223
528,2548,8812
529,1478,9482
530,5985,997
531,44,2933
532,4468,11305
533,4210,14046
534,1548,17331
535,1421,9116
536,5397,2870
537,6229,384
538,1300,19346
539,1344,3648
540,878,15449
541,1962,15276
542,3044,5630
543,4850,5426
544,877,4839
545,5903,3187
546,1743,14169
547,5842,14573
548,6615,8479
549,7293,11211
550,5135,17483
551,3246,820
552,615,11377
553,3701,4319
554,5061,18060
555,4641,3348
556,5363,5316
557,6007,17962
558,1083,19627
559,1856,1130
560,4880,18038
561,5534,2797
562,6109,2844
563,1994,11151
564,5955,1713
565,3792,18733
566,3367,14839
567,4571,2563
568,3725,970
569,7842,8954
570,3803,6957
571,7606,4473
572,6233,7259
573,2444,15872
574,7475,2284
575,4844,18436
576,5920,17644
577,2014,14891
578,7549,15636
579,3170,10635
580,1761,6074
581,2285,14027
582,700,3072
583,5400,2551
584,659,16662
585,6074,12732
586,7252,8169
587,7384,5888
588,3443,16908
589,6809,12338
590,5506,7706
591,3001,7086
592,6591,15257
593,5126,16607
594,237,4925
595,490,11935
596,3859,8138
597,1215,2420
598,3024,17167
599,7008,9386
600,4172,18346
601,2416,2015
602,4135,5761
603,3766,19798
604,7960,8952
605,6296,18975
606,1609,9921
607,4712,1599
608,557,5330
609,2295,9853
610,3690,13544
611,2949,9021
612,775,3292
613,4992,19022
614,7246,2208
615,6293,10258
616,3062,19566
617,5939,7296
618,832,3775
619,7481,16752
620,7018,8895
621,852,15217
622,7811,6804
623,3241,696
624,5511,13385
625,7771,10139
626,6898,6812
627,1407,17072
628,3411,17074
629,6450,15621
630,2661,11530
631,3411,12076
632,199,3578
633,620,10875
634,2470,8842
635,6918,226
636,1538,18257
637,3818,5608
638,5808,13154
639,7517,3161
640,5912,4434
641,5882,14338
642,1103,12202
643,7765,13295
644,2058,2427
645,4813,6864
646,7842,19449
647,4432,4160
648,997,7350
649,5581,11715
650,4855,18748
651,1778,15790
652,269,19518
653,2699,13268
654,7691,5546
655,6885,4314
656,7446,13408
657,3828,10996
658,1933,7944
659,238,13060
660,7326,4707
661,466,7545
662,7231,10940
663,3022,12960
664,704,16849
665,7104,5696
666,4622,16124
667,4740,15387
668,7153,13848
669,2823,19612
670,1292,13009
671,5995,3077
672,5864,2693
673,3177,10513
674,7099,15497
675,1508,7798
676,6209,508
677,6363,18521
678,5026,5989
679,4570,14275
680,3757,5286
681,1817,1122
682,6077,8326
683,1708,10704
684,6758,11401
685,1537,16164
686,6487,4224
687,5535,2966
688,7056,6073
689,65,9600
690,2861,5837
691,702,5240
692,5866,14287
693,7475,16826
694,6406,4287
695,3761,11412
696,4869,3533
697,2558,17896
698,1795,8673
699,839,13362
700,6600,309
701,2208,8710
702,797,11821
703,6471,16491
704,4192,8328
705,6992,17981
706,3890,13802
707,306,18772
708,4618,14380
709,6969,1056
710,2327,7034
711,546,18102
712,1211,18185
713,1717,1879
714,5153,19582
715,3542,516
716,4510,18056
717,3130,411
718,3327,514
719,1270,6197
720,3023,2857
721,1238,8452
722,7151,6666
723,2655,7494
724,2308,9280
725,5990,4948
726,5521,2095
727,4069,9665
728,3194,8746
729,6477,14010
730,4470,13891
731,6235,15861
732,5133,6117
733,1850,2442
734,308,3493
735,2375,1558
736,1950,16161
737,6214,17286
738,5177,8555
739,2105,11398
740,2534,7635
741,692,3871
742,51,10924
743,610,15903
744,6981,14593
745,476,7122
746,2015,9176
747,6587,18074
748,3066,17538
749,3133,12459
750,5697,5179
751,7594,14755
752,721,14859
753,7767,13546
754,6728,10255
755,329,11704
756,2864,14459
757,1123,2754
758,3019,12284
759,6395,658
760,1739,17395
761,6572,17786
762,2836,4756
763,7730,17590
764,3835,433
765,5880,16266
766,4063,14554
767,6110,8956
768,4300,6873
769,4932,5492
770,4472,15559
771,3117,8224
772,2524,9276
773,7703,14691
774,6545,17269
775,4187,18845
776,6771,14172
777,248,16664
778,548,12168
779,5357,11462
780,4080,6828
781,7820,4816
782,5639,18985
783,7606,10461
784,376,6375
785,3180,3730
786,5382,12056
787,7014,8644
788,3131,11601
789,2473,19247
790,6114,7136
791,5901,18544
792,2444,15886
793,4181,18988
794,6130,1796
795,472,10796
796,5545,10098
797,5093,10203
798,2275,3752
799,660,548
800,1293,9557
801,1396,8835
802,1472,4068
803,5027,7294
804,7755,15983
805,7365,11099
806,1872,4934
807,563,2680
808,6084,8210
809,409,6895
810,2656,6941
811,3426,6750
812,4533,5381
813,1903,7193
814,5489,10504
815,4083,8763
816,5720,8392
817,7896,3140
818,3532,19856
819,2559,18956
820,1378,1697
821,6927,12922
822,7486,13385
823,3926,14429
824,7932,9567
825,7849,13742
826,6582,3398
827,2156,8405
828,1075,9453
829,1997,9194
830,5652,5634
831,2664,1671
832,449,16524
833,4933,10272
834,5768,13925
835,7021,7814
836,762,18792
837,5541,10485
838,6759,18143
839,3524,16400
840,3685,19057
841,4894,11319
842,3745,8792
843,2538,17577
844,7441,15649
845,6160,6326
846,1936,7792
847,7865,17993
848,3382,13255
849,6568,12284
850,1404,6153
851,4149,12664
852,5065,2120
853,3937,11991
854,2430,18277
855,6682,749
856,3297,14896
857,2948,312
858,2744,6840
859,4547,4065
860,3493,18124
861,4950,5655
862,7313,7986
863,6352,8012
864,3128,10233
865,6697,19744
866,4001,12138
867,5262,4939
868,7881,11552
869,4308,19405
870,6823,2743
871,496,9748
872,7041,3441
873,4731,3453
874,81,12303
875,3066,7756
876,1866,4574
877,1284,15882
878,5413,9551
879,2265,5564
880,5354,5973
881,1534,18307
882,3753,3174
883,3695,3645
884,3682,13724
885,6315,16218
886,7687,1312
887,698,13373
888,3872,19892
889,3651,1468
890,6414,14014
891,5962,11008
892,3014,19656
893,5593,9064
894,2532,14074
895,5981,16672
896,6832,6076
897,3276,4680
898,3018,18406
899,4195,8469
900,6674,9319
901,1695,9506
902,3649,2139
903,1009,17806
904,5841,15462
905,2578,1856
906,5486,14932
907,5206,1808
908,2969,17167
909,4303,5660
910,5900,3450
911,5293,5171
912,5027,2945
913,2403,18717
914,5338,12625
915,1052,18034
916,3976,3421
917,5102,19891
918,2535,3857
919,1197,18247
920,596,13601
921,5413,6218
922,6515,10936
923,1547,10509
924,4561,6370
925,7024,11076
926,4390,11405
927,5416,11091
928,4667,15448
929,3351,5466
930,254,2598
931,3873,16485
932,7083,7189
933,968,12129
934,1140,17811
935,1135,14168
936,2147,2666
937,2234,14422
938,1712,13126
939,1498,11472
940,3315,2691
941,1659,10478
942,7700,18257
943,2883,5430
944,3682,10628
945,7346,15957
946,5144,17429
947,5235,14451
948,907,17105
949,5728,1202
950,100,3235
951,6147,4294
952,546,10796
953,503,5631
954,4746,18726
955,5589,9291
956,5919,489
957,7511,1613
958,7215,10456
959,1882,10873
960,5034,15661
961,1126,9261
962,1852,16981
963,6308,2828
964,6249,1394
965,1219,2484
966,1734,17032
967,2837,1581
968,2357,501
969,2654,8633
970,7764,19930
971,3944,16805
972,2068,2391
973,957,7364
974,454,3237
975,7121,6386
976,7469,1749
977,7574,6257
978,699,16117
979,2951,926
980,1769,13062
981,2707,10650
982,3395,14346
983,1088,4275
984,7475,8896
985,2114,4669
986,5285,15181
987,1486,8223
988,5904,14757
989,591,16808
990,5509,18681
991,1812,6561
992,5335,3230
993,1847,5542
994,2106,9563
995,226,576
996,3084,16443
997,1489,17309
998,5412,2075
999,3767,17867
1000,425,2646
1001,7151,19254
1002,152,15478
1003,2035,16743
1004,5815,5921
1005,5427,19218
1006,1790,4519
1007,516,11576
1008,6434,10460
1009,807,7443
1010,4824,10100
1011,6785,14037
1012,1811,19015
1013,3397,15707
1014,2582,12534
1015,5351,7705
1016,1505,4852
1017,2163,7616
1018,1371,7979
1019,2590,518
1020,4194,4261
1021,7590,12464
1022,1779,11800
1023,2097,3148
1024,3444,17455
1025,7205,11235
1026,1045,9570
1027,3774,15414
1028,637,3577
1029,2737,14299
1030,1719,6375
1031,1199,7531
1032,7419,8719
1033,3735,18389
1034,2149,2037
1035,1915,6564
1036,4711,11952
1037,6771,17434
1038,1161,19635
1039,633,16941
1040,1205,13445
1041,2374,6364
1042,830,12670
1043,5814,15319
1044,2550,5709
1045,7063,10694
1046,3988,9757
1047,432,2843
1048,6110,2339
1049,3972,4251
1050,6206,15203
1051,6143,9593
1052,4272,3183
1053,3449,18795
1054,1997,11935
1055,4196,19457
1056,1628,9961
1057,1766,12712
1058,6947,11892
1059,1567,8778
1060,6114,4696
1061,1655,9510
1062,2005,6354
1063,853,7244
1064,3828,2098
1065,6272,10683
1066,4444,6491
1067,3098,10495
1068,1275,2489
1069,6674,11165
1070,5591,17993
1071,5571,12539
1072,2097,15438
1073,3471,13344
1074,2961,6613
1075,195,10135
1076,2935,18996
1077,4210,19653
1078,5864,12688
1079,3227,13804
1080,1009,7548
1081,7863,2420
1082,1561,2490
1083,2202,14408
1084,2027,5167
1085,7441,15704
1086,2023,12895
1087,4147,13051
1088,2072,12392
1089,5272,9738
1090,5968,10114
1091,7335,4280
1092,4135,14421
1093,7337,1169
1094,3550,2374
1095,801,7972
1096,7538,19325
1097,1998,7631
1098,4654,15502
1099,6280,17106
1100,474,18474
1101,5500,10357
1102,7008,14710
1103,6863,14650
1104,6323,14031
1105,158,17222
1106,3260,10360
1107,3395,7748
1108,402,2917
1109,2240,1495
1110,7961,2823
1111,2489,7232
1112,299,1889
1113,97,6781
1114,1688,16869
1115,59,15224
1116,4405,8026
1117,7278,13029
1118,765,14945
1119,6734,3545
1120,689,9032
1121,7003,11552
1122,2873,16781
1123,5084,11742
1124,4780,14936
1125,3806,16285
1126,2418,18602
1127,1592,15486
1128,7614,4612
1129,1104,7638
1130,2580,11371
1131,6968,4176
1132,3728,4695
1133,6732,18734
1134,5915,6667
1135,7111,9634
1136,2818,17180
1137,6694,13687
1138,6969,2644
1139,5226,13491
1140,3205,13954
1141,1413,11696
1142,5206,10668
1143,6148,5036
1144,6349,2108
1145,4919,3075
1146,5512,7661
1147,6734,15687
1148,2064,18771
1149,4399,15614
1150,1703,2002
1151,1020,18676
1152,7230,9972
1153,6868,450
1154,2964,13969
1155,505,5744
1156,2854,17643
1157,6236,13777
1158,2246,7860
1159,7296,13292
1160,6393,4969
1161,3133,14936
1162,5116,605
1163,413,13679
1164,346,15126
1165,1087,6082
1166,2363,18959
1167,7722,19316
1168,1484,17503
1169,5090,6776
1170,1856,15577
1171,5536,17329
1172,2180,15245
1173,3374,10505
1174,7414,11230
1175,4675,7510
1176,7357,6235
1177,5976,15466
1178,2311,19858
1179,7817,12080
1180,4140,7222
1181,1673,2188
1182,7908,12362
1183,6751,1782
1184,7566,8574
1185,3133,11668
1186,1425,8037
1187,2786,2491
1188,234,1642
1189,7115,911
1190,7540,8035
1191,6232,2462
1192,2456,3277
1193,1281,10479
1194,658,5609
1195,806,17441
1196,6496,7625
1197,7282,18120
1198,5441,2436
1199,1846,15015
1200,2988,8201
1201,2756,11457
1202,6025,19892
1203,5100,7250
1204,2653,16468
1205,1898,16978
1206,5460,15548
1207,7281,6442
1208,2398,4953
1209,3657,1890
1210,1259,19056
1211,2607,14224
1212,6429,7438
1213,7923,11140
1214,5593,10769
1215,6835,18084
1216,7136,4527
1217,7828,2972
1218,3941,15726
1219,6377,3612
1220,531,15262
1221,6377,5254
1222,1998,13640
1223,3704,6005
1224,2289,17033
1225,6471,16191
1226,3450,2271
1227,6366,15683
1228,1875,12861
1229,656,5395
1230,5292,5780
1231,1529,18914
1232,7800,10089
1233,2567,9122
1234,7691,9786
1235,3383,536
1236,3542,6181
1237,4937,14918
1238,5102,13251
1239,4165,4069
1240,6601,7480
1241,4230,2521
1242,600,8951
1243,6545,4156
1244,3532,9587
1245,2678,1263
1246,29,18848
1247,6540,3418
1248,4279,2809
1249,1005,2583
1250,3732,4656
1251,5933,12351
1252,2914,16169
1253,3951,1729
1254,5991,2612
1255,3581,8335
1256,1169,9881
1257,3987,5397
1258,6610,4084
1259,4013,5195
1260,6941,4269
1261,7162,11851
1262,7903,18296
1263,4319,17356
1264,6411,11247
1265,4829,18739
1266,1356,8876
1267,2990,12259
1268,2892,17001
1269,3223,1623
1270,5523,15989
1271,4205,14505
1272,376,14550
1273,2743,13726
1274,5371,11588
1275,1178,1951
1276,432,11064
1277,1585,11112
1278,7504,3974
1279,3262,13645
1280,2668,14086
1281,3364,8553
1282,4135,18186
1283,5757,5945
1284,3158,19891
1285,1765,13441
1286,7773,16197
1287,3026,5570
1288,4131,564
1289,6887,6986
1290,4802,19973
1291,47,595
1292,3913,17254
1293,7954,2578
1294,4951,17863
1295,5559,8208
1296,494,12758
1297,4975,3323
1298,5584,4811
1299,1778,13404
1300,7970,7482
1301,6666,1896
1302,3303,17669
1303,7271,10430
1304,24,14963
1305,5428,3815
1306,741,2897
1307,6660,5399
1308,7750,3180
1309,6308,6765
1310,1382,17546
1311,864,16407
1312,3993,6214
1313,4174,16268
1314,5435,19016
1315,4531,5468
1316,1005,19686
1317,3694,18341
1318,4087,6747
1319,4743,10458
1320,856,12404
1321,3420,961
1322,5638,3224
1323,1838,5603
1324,7257,5765
1325,6995,10888
1326,3157,15924
1327,6269,1856
1328,6674,18427
1329,1717,15143
1330,3823,15238
1331,1057,17660
1332,204,2225
1333,2968,9433
1334,1968,2324
1335,1790,3064
1336,7479,11447
1337,4534,12926
1338,7323,3597
1339,6008,11890
1340,6853,5898
1341,3315,16046
1342,4493,18772
1343,6514,1566
1344,7381,14590
1345,3710,9690
1346,6848,9915
1347,5522,7707
1348,1915,10646
1349,3355,12128
1350,2834,1988
1351,3524,18539
1352,2691,18123
1353,5634,15258
1354,6930,12412
1355,7472,11870
1356,5169,9131
1357,4675,9813
1358,1314,9118
1359,891,15806
1360,2981,14430
1361,2708,15251
1362,4129,14092
1363,1830,19702
1364,635,13251
1365,7134,13389
1366,7264,3349
1367,1111,2958
1368,2314,15892
1369,5206,2070
1370,226,6818
1371,4037,15856
1372,2963,10931
1373,676,16567
1374,7111,18272
1375,1652,8992
1376,6465,8926
1377,1146,14941
1378,5497,14146
1379,6954,2911
1380,2227,19947
1381,923,5924
1382,255,18134
1383,4894,660
1384,1609,12181
1385,4853,5571
1386,278,19887
1387,6442,375
1388,6948,19647
1389,5711,7899
1390,3348,16785
1391,6937,920
1392,5057,3714
1393,2289,1668
1394,5959,17183
1395,5006,9628
1396,7866,1726
1397,6489,8031
1398,6714,6292
1399,6328,1963
1400,1040,18035
1401,6508,9464
1402,2993,16088
1403,6035,1819
1404,3448,4166
1405,1886,15216
1406,4346,18210
1407,4626,9720
1408,7133,3917
1409,691,11081
1410,2246,8974
1411,3841,10642
1412,1218,17205
1413,1740,18317
1414,786,13295
1415,3359,2729
1416,5926,581
1417,7939,11724
1418,6828,15856
1419,4627,7614
1420,5458,5874
1421,6564,17181
1422,5629,11887
1423,1193,9931
1424,4760,13198
1425,2534,7413
1426,2338,14632
1427,4807,11966
1428,7365,16665
1429,6077,16280
1430,6358,15514
1431,7649,4833
1432,4490,8895
1433,5090,17600
1434,2167,12845
1435,3872,15280
1436,4341,7358
1437,7072,1262
1438,7827,5170
1439,7252,19785
1440,6030,9011
1441,3564,4342
1442,1692,8156
1443,6640,17668
1444,5083,9755
1445,6449,8827
1446,5581,12492
1447,1869,677
1448,4480,15425
1449,5354,19358
1450,6380,15159
1451,647,18882
1452,1536,18914
1453,880,381
1454,1915,19878
1455,1491,14548
1456,3407,17505
1457,1098,12971
1458,1610,5830
1459,7094,16543
1460,7186,2762
1461,6949,293
1462,5648,15109
1463,1209,10898
1464,6588,2784
1465,4540,19344
1466,3563,18432
1467,7409,5215
1468,4087,13262
1469,3100,3783
1470,1641,19163
1471,2159,2006
1472,2062,16637
1473,6542,5894
1474,7868,5571
1475,3498,19089
1476,1378,7453
1477,1903,13215
1478,6058,13707
1479,7697,18150
1480,849,6398
1481,4951,8298
1482,6241,15652
1483,3354,13356
1484,6757,9292
1485,7188,5261
1486,2437,6811
1487,6359,17119
1488,2286,10802
1489,2768,10991
1490,4041,3366
1491,2204,2007
1492,741,12639
1493,1506,15816
1494,5486,13424
1495,5239,15737
1496,1457,2014
1497,3777,3070
1498,3514,4526
1499,7718,2578
1500,6562,5505
1501,3766,2678
1502,5901,2382
1503,5511,16437
1504,3639,5740
1505,181,12369
1506,5264,16487
1507,5724,524
1508,6557,17090
1509,6030,14280
1510,5154,11149
1511,1280,16430
1512,3880,17082
1513,5832,15232
1514,1758,19072
1515,7157,13909
1516,7783,7859
1517,4560,9805
1518,1535,1228
1519,908,11845
1520,3835,17077
1521,1122,5031
1522,976,8985
1523,19,7902
1524,4439,10021
1525,720,1700
1526,5814,3949
1527,6102,19306
1528,584,8820
1529,5194,6284
1530,2776,7857
1531,5157,4435
1532,243,19694
1533,2922,11156
1534,3045,16765
1535,4255,14380
1536,7092,3600
1537,7350,8667
1538,1846,9274
1539,3882,13624
1540,2017,1827
1541,7353,16247
1542,1146,12670
1543,4222,16074
1544,6531,17619
1545,7770,13870
1546,664,16984
1547,5705,15930
1548,6643,2429
1549,2983,9440
1550,6314,6928
1551,2688,9083
1552,909,10563
1553,3055,13684
1554,5177,2920
1555,3167,6969
1556,2495,15794
1557,3890,762
1558,7214,7444
1559,3872,8200
1560,949,17440
1561,5337,4783
1562,4582,12597
1563,3324,14401
1564,721,14973
1565,696,17168
1566,1775,8560
1567,4680,8045
1568,5056,4955
1569,120,10688
1570,6351,3706
1571,1603,5274
1572,7957,10994
1573,6619,6362
1574,6083,4201
1575,6774,4637
1576,347,4071
1577,1940,9762
1578,488,8612
1579,126,11116
1580,4760,1147
1581,6330,8838
1582,5399,14966
1583,374,13377
1584,6302,11496
1585,7185,2044
1586,5328,6953
1587,760,18939
1588,1876,2448
1589,1925,16164
1590,3736,6571
1591,7073,6151
1592,6231,10600
1593,4637,19404
1594,2671,6345
1595,7714,19347
1596,6171,12737
1597,6609,19812
1598,7814,2261
1599,1807,14161
1600,6246,10023
1601,5643,3663
1602,4238,8144
1603,690,11826
1604,3904,15064
1605,2370,6843
1606,4709,6760
1607,2028,14154
1608,1958,10239
1609,4925,4603
1610,1827,6089
1611,2687,10983
1612,3417,14775
1613,4117,15088
1614,4459,1554
1615,3635,8117
1616,7034,15471
1617,1038,16335
1618,3750,12362
1619,3240,14186
1620,1113,2210
1621,5396,599
1622,383,1822
1623,4335,18313
1624,5736,15071
1625,5012,4821
1626,6067,13280
1627,4227,10425
1628,6755,4798
1629,6713,14357
1630,2025,19478
1631,5462,2509
1632,6736,8829
1633,2589,16426
1634,1420,1006
1635,3922,5263
1636,1309,17461
1637,6325,8317
1638,680,13291
1639,7999,6736
1640,3634,15869
1641,7064,8352
1642,7788,19921
1643,6038,11435
1644,6320,9147
1645,4158,17762
1646,1052,6989
1647,5185,584
1648,6799,1591
1649,7143,19320
1650,6412,13171
1651,1199,7166
1652,3803,9714
1653,3966,9081
1654,6376,12225
1655,7988,15080
1656,1705,9976
1657,912,18990
1658,6227,2978
1659,3971,15084
1660,136,10900
1661,5390,16576
1662,6193,1159
1663,3750,6900
1664,4482,17983
1665,5372,2002
1666,7915,11502
1667,5228,5053
1668,1230,14719
1669,4958,13504
1670,5782,1872
1671,7261,12580
1672,4323,10572
1673,3781,19031
1674,5676,13421
1675,6937,17710
1676,2704,5917
1677,2081,10652
1678,4087,2691
1679,2982,18209
1680,4596,12948
1681,747,11245
1682,7212,1483
1683,4530,2370
1684,5132,7746
1685,5950,2828
1686,5643,4603
1687,3854,7028
1688,5645,1631
1689,4655,10094
1690,3950,16607
1691,6892,11575
